Basin Name,Watershed (USGS 4th Field Name),USGS 4th Field HUC,Record ID,Water Body (Stream/Lake),LLID,River Miles,Segment Length,Parameter,Season,Criteria,BeneficialUses,Status,AssessmentYear,Assessment Action,Suporting Data,Previous Status,Previous Action,Listing Year,Comments,Beach Name,EPA Beach ID,TMDLInfo,
Southern Oregon Coastal,South Umpqua,17100302,13179,Middle Creek,1.24E+12,0 to 12.8,12.8,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[BLM - Roseburg] LASAR 27854 River Mile 7.1: From 6/25/1999 to 10/8/2001, 60 days with 7-day-average maximum > 18 degrees Celsius.
[BLM - Roseburg] LASAR 31181 River Mile 7.1: From 5/27/2002 to 9/16/2002, 44 days with 7-day-average maximum > 18 degrees Celsius.
[BLM - Roseburg] LASAR 27949 River Mile 0.9: From 5/16/2001 to 9/16/2002, 168 days with 7-day-average maximum > 18 degrees Celsius.
[BLM - Roseburg] LASAR 27856 River Mile 10.4: From 6/25/1999 to 10/25/2002, 79 days with 7-day-average maximum > 18 degrees Celsius.
[BLM - Roseburg] LASAR 27861 River Mile 10.3: From 6/25/1999 to 10/25/2002, 139 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,21903,Middle Creek,1.24E+12,0 to 12.8,12.8,Zinc,Year Round,Table 20 Toxic Substances,Aquatic life; Human health,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  DEQ] SiteID M13.0 River Mile 0.5:  From 6/15/1999 to 5/20/2003, 2 out of 8 samples > applicable Table 20 criterion.
[DEQ] SiteID A14 River Mile 12.1:  From 2/7/2002 to 6/24/2002, 5 out of  5 samples > applicable Table 20 criterion.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Southern Oregon Coastal,South Umpqua,17100302,8198,Middle Fork Deadman Creek,1.23E+12,0 to 4.6,4.6,Temperature,September 15 - May 31,Spawning: 12.8 C,Salmonid fish spawning,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
LASAR 27855 RM 0.1: 9/99-5/00, 11 days with 7 DMA > 12.8 C.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,5371,Middle Fork Deadman Creek,1.23E+12,0 to 4.6,4.6,Temperature,Summer,Rearing: 17.8 C,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
BLM Data (Site at mouth-T29S-R02W-S27): 7 day average of daily maximums of 66.4/65.2/62.2/65.8/66.2 °F for years 1992/94/95/96/97, four out of five years exceed temperature standard (64).","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,13114,Mitchell Creek,1.23E+12,0 to 4.2,4.2,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[BLM - Roseburg] LASAR 27857 River Mile 2.2: From 6/29/1999 to 9/21/2002, 60 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,17636,North Fork Deer Creek,1.23E+12,0 to 6.7,6.7,E. Coli,FallWinterSpring,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ/ODHS] LASAR 25188 River Mile 0: From 4/17/2001 to 10/14/2002, 2 out of 8 samples (25%) > 406 organisms; maximum 30-day log mean of 0","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,8091,North Fork Deer Creek,1.23E+12,0 to 6.7,6.7,E. Coli,Summer,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ/ODHS] LASAR 25188 River Mile 0: From 4/17/2001 to 10/14/2002, 0 out of 2 samples (0%) > 406 organisms; maximum 30-day log mean of 0

Previous Data: 
Umpqua watershed council data LASAR 28495 RM 2.9: 6/6 samples > 406.
Previous Assessment Year: 2002","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,9375,North Myrtle Creek,1.23E+12,0 to 0.5,0.5,Ammonia,Year Round,Table 20 Toxic Substances,Anadromous fish passage; Resident fish and aquatic life,"Cat 4B: Water quality limited, other control measures",2004,No action,"Previous Data:  Discharges from Myrtle Creek Sewage Treatment Plant controlled by Permit Number 101014 EPA Number OR0028665 DEQ File Number 59643.  2004 plant upgrades include ammonia removal and relocating discharge outfall to South Umpqua River.
Previous Data: 
[DEQ] LASAR 11316 RM 0.0:  75% of samples exceeded ammonia toxicity values.
Previous Assessment Year: 2002","Previous Status: Cat 4B: Water quality limited, other control measures",Previous Action: Delisted - Other control measures in place,Previous Assessment Year: 2004,,,,,
Southern Oregon Coastal,South Umpqua,17100302,23443,North Myrtle Creek,1.23E+12,0 to 18.3,18.3,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 34711 River Mile 4.98 FROM 9/11/2007 To 9/11/2007 1 out of 1 (100%) samples outside WCCP regional criteria.
LASAR 21823 River Mile 13.7 FROM 7/19/1999 To 7/19/1999 1 out of 1 (100%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,South Umpqua,17100302,24630,North Myrtle Creek,1.23E+12,0 to 17,17,Dissolved Oxygen,October 15 - May 15,Spawning: Not less than 11.0 mg/L or 95% of saturation,,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Five exceedences of the spawning criteria  out of 10 days of sampling between 10/27/04 and 10/18/06 at LASAR station 12899, Myrtle Creek 200 feet upstream of Myrtle Creek STP outfall. Three exceedences of the spawning criteria  out of 6 days of sampling between 10/28/04 and 4/27/06 at LASAR station 33164, North Myrtle Creek above Bilger Creek. Four exceedences of the spawning criteria  out of 8 days of sampling between 10/28/04 and 4/27/06 at LASAR station 33238, Myrtle Creek North Fork at NE Division Street. Four exceedences of the spawning criteria  out of 7 days of sampling between 10/28/04 and 4/27/06 at LASAR station 33575, Myrtle Creek at north end of North Myrtle Park.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,South Umpqua,17100302,17877,North Myrtle Creek,1.23E+12,0 to 18.3,18.3,E. Coli,Summer,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ/ODHS] LASAR 11316 River Mile 0: From 4/17/2001 to 9/17/2003, 3 out of 6 samples (50%) > 406 organisms; maximum 30-day log mean of 0
[DEQ] LASAR 12899 River Mile 0.2: From 7/14/1997 to 7/14/1997, 0 out of 1 samples (0%) > 406 organisms; maximum 30-day log mean of 0","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,5734,North Myrtle Creek,1.23E+12,0 to 18.3,18.3,Habitat Modification,Undefined,The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.,Salmonid fish spawning; Salmonid fish rearing; Resident fish and aquatic life,"Cat 4C: Water quality limited, not a pollutant",2002,No action,Streams contribute to the habitat of fish species protected by the Oregon Plan and the Stream Survey indicates that a majority of the 2-5 order streams in the watershed do not met either the Large Woody Debris Frequency (for 50%of the stream length 4 or more functional key pieces per 100 meters of stream) and/or Pool Frequency (60% of stream length there will be no more than 5-8 channel widths between pools) CSRI measures for habitat needs.,Previous Status: Water quality limited not needing a TMDL,"Previous Action: Delisted - Water quality limited, not a pollutant",Previous Assessment Year: 2002,,,,,
Southern Oregon Coastal,South Umpqua,17100302,13108,North Myrtle Creek,1.23E+12,0 to 18.3,18.3,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[BLM - Roseburg] LASAR 27927 River Mile 16.2: From 8/5/2000 to 9/8/2001, 0 days with 7-day-average maximum > 18 degrees Celsius.
[BLM - Roseburg] LASAR 27951 River Mile 9.8: From 6/4/2001 to 9/8/2001, 81 days with 7-day-average maximum > 18 degrees Celsius.
[DEQ] LASAR 21823 River Mile 13.7: From 6/19/1999 to 10/1/1999, 28 days with 7-day-average maximum > 18 degrees Celsius.
[BLM - Roseburg] LASAR 27926 River Mile 14.8: From 6/5/2000 to 9/19/2002, 45 days with 7-day-average maximum > 18 degrees Celsius.
[DEQ/InSight] LASAR 30155 River Mile 0.8: From 6/26/2002 to 9/16/2002, 78 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,5715,Olalla Creek,1.23E+12,0 to 15.6,15.6,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Resident fish and aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",1998,No action,Previous Data:  Streams are considered impaired with a Discriminant Score of <61 points.  Discriminant Score was 48.,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,Umpqua Basin TMDL approved 4/12/2007 for some pollutants; not all listed pollutants were addressed.,,,,
Southern Oregon Coastal,South Umpqua,17100302,18356,Olalla Creek,1.23E+12,0 to 21.8,21.8,Iron,Year Round,Table 20 Toxic Substances,Aquatic life; Human health,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  [DEQ/ODA - Salem] LASAR 12524 River Mile 11.3: From 7/31/1995 to 9/13/1995, 2 out of 2 samples > applicable Table 20 criterion.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Southern Oregon Coastal,South Umpqua,17100302,13145,Olalla Creek,1.23E+12,0 to 21.8,21.8,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[BLM - Roseburg] LASAR 27918 River Mile 14.5: From 9/22/2001 to 9/22/2001, 0 days with 7-day-average maximum > 18 degrees Celsius.
[BLM - Roseburg] LASAR 31171 River Mile 14.5: From 5/26/2002 to 9/16/2002, 46 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,24104,Porter Creek,1.23E+12,0 to 2.6,2.6,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 33447 River Mile 1.73 FROM 8/28/2006 To 8/28/2006 1 out of 1 (100%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,South Umpqua,17100302,24032,Prong Creek,1.23E+12,0 to 4.2,4.2,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 34713 River Mile 2.98 FROM 9/19/2007 To 9/19/2007 1 out of 1 (100%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,South Umpqua,17100302,5383,Quartz Creek,1.23E+12,0 to 8.4,8.4,Temperature,Summer,Rearing: 17.8 C,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
USFS Data (Site at mouth): 7 day average of daily maximums of 68.7/66.4/67.8/65.6/69.0 exceeded temperature standard (64) in 1990/91/92/93/94 respectively.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,5384,Quines Creek,1.23E+12,0 to 6,6,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
BLM data shows exceedance of temperature criteria two out of three years, 1994/95/96, 66.3/63.4/66.3°F","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,18137,Rice Creek,1.23E+12,0 to 6.8,6.8,E. Coli,Summer,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ] LASAR 30694 River Mile 0.1: From 8/20/2003 to 9/17/2003, 0 out of 5 samples (0%) > 406 organisms; maximum 30-day log mean of 0","Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: New Cat 4A: Water quality limited, TMDL approved",Previous Assessment Year: 2010,TMDL evaluation showed water quality limited.,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,5741,Rice Creek,1.23E+12,0 to 6.8,6.8,Habitat Modification,Undefined,The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.,Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning,"Cat 4C: Water quality limited, not a pollutant",2002,No action,Streams contribute to the habitat of fish species protected by the Oregon Plan and the Stream Survey indicates that a majority of the 2-5 order streams in the watershed do not met either the Large Woody Debris Frequency (for 50%of the stream length 4 or more functional key pieces per 100 meters of stream) and/or Pool Frequency (60% of stream length there will be no more than 5-8 channel widths between pools) CSRI measures for habitat needs.,Previous Status: Water quality limited not needing a TMDL,"Previous Action: Delisted - Water quality limited, not a pollutant",Previous Assessment Year: 2002,,,,,
Southern Oregon Coastal,South Umpqua,17100302,13120,Rice Creek,1.23E+12,0 to 6.8,6.8,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[BLM - Roseburg] LASAR 27859 River Mile 5.6: From 6/12/1999 to 9/20/2002, 9 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,5695,Riffle Creek,1.24E+12,0 to 5.7,5.7,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
BLM Data (Site at Confluence with Cow Creek): 7 day average of daily maximums of 68.1/ 65.7°F exceeded temperature standard (64) in 1995/96.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,13082,Riser Creek,1.23E+12,0 to 4.1,4.1,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[BLM - Roseburg] LASAR 27860 River Mile 0.3: From 6/11/1999 to 10/14/1999, 22 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,23544,School Hollow,1.23E+12,0 to 1.6,1.6,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 21824 River Mile 1.6 FROM 7/15/1999 To 7/15/1999 1 out of 1 (100%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,South Umpqua,17100302,13096,School Hollow,1.23E+12,0 to 1.6,1.6,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ] LASAR 21824 River Mile 1.6: From 6/19/1999 to 9/26/1999, 24 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,24123,Shields Creek,1.24E+12,0 to 4.5,4.5,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 33445 River Mile 3.07 FROM 8/28/2006 To 8/28/2006 1 out of 1 (100%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,South Umpqua,17100302,5747,Shively Creek,1.23E+12,0 to 5.2,5.2,Habitat Modification,Undefined,The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.,Salmonid fish rearing; Salmonid fish spawning; Resident fish and aquatic life,"Cat 4C: Water quality limited, not a pollutant",2002,No action,Streams contribute to the habitat of fish species protected by the Oregon Plan and the Stream Survey indicates that a majority of the 2-5 order streams in the watershed do not met either the Large Woody Debris Frequency (for 50%of the stream length 4 or more functional key pieces per 100 meters of stream) and/or Pool Frequency (60% of stream length there will be no more than 5-8 channel widths between pools) CSRI measures for habitat needs.,Previous Status: Water quality limited not needing a TMDL,"Previous Action: Delisted - Water quality limited, not a pollutant",Previous Assessment Year: 2002,,,,,
Southern Oregon Coastal,South Umpqua,17100302,13084,Shively Creek,1.23E+12,0 to 5.2,5.2,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[BLM - Roseburg] LASAR 27862 River Mile 2.6: From 5/16/1999 to 9/23/2000, 0 days with 7-day-average maximum > 18 degrees Celsius.
[BLM - Roseburg] LASAR 27953 River Mile 2.6: From 6/3/2001 to 9/21/2002, 9 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,5696,Skull Creek,1.24E+12,0 to 2,2,Temperature,Summer,Rearing: 17.8 C,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
BLM Data (Site near confluence with Cow Creek): 7 day average of daily maximums of 66.2/66.5/68.5 for years 1994/95/96 exceeded temperature standard (64).","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,5822,Slick Creek,1.23E+12,0 to 4.9,4.9,Temperature,Summer,Rearing: 17.8 C,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
1997 data shows exceedance of temperature criteria, 7 day aver. max. 66.4°F","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,13092,Slide Creek,1.23E+12,0 to 4.4,4.4,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[BLM - Roseburg] LASAR 27863 River Mile 2.7: From 6/11/1999 to 9/15/2000, 0 days with 7-day-average maximum > 18 degrees Celsius.
[BLM - Roseburg] LASAR 27919 River Mile 2: From 6/11/2000 to 9/19/2002, 16 days with 7-day-average maximum > 18 degrees Celsius.
[BLM - Roseburg] LASAR 27954 River Mile 0.4: From 5/21/2001 to 9/13/2001, 74 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,5770,Snow Creek,1.23E+12,0 to 5.3,5.3,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
1995 data shows exceedance of temperature criteria, 7 day aver. max. 73.6°F","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,21891,South Fork Middle Creek,1.23E+12,0 to 4.4,4.4,Cadmium,Year Round,Table 20 Toxic Substances,Aquatic life; Human health,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  DEQ] SiteID SF3.0 River Mile 0.9:  From 11/9/2001 to 5/28/2002, 3 out of 5 samples > applicable Table 20 criterion.
[DEQ] SiteID SF1.0 River Mile 3.6:  From 11/9/2001 to 6/27/2002, 8 out of 9 samples > applicable Table 20 criterion.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
